"LUGAR","lon","lat"
"FRANCISCO VILLAESPESA                   ",-3.6460168,40.4291676
"CAÑADA REAL GALIANA 12                  ",-3.5458055,40.3860168
"AV ALBUFERA 110                         ",-3.6595969,40.3930423
"LOPEZ DE HOYOS-EUGEN. SALAZAR           ",-3.6733068,40.4447326
"AV COMPLUTENSE-A LOPEZ OTERO            ",-3.7303087,40.444541
"PEDRO DOMINGO SN                        ",-3.7307942,40.3851891
"SABIOTE 4                               ",-3.6654573,40.374929
"MIGUEL YUSTE-ALCALA                     ",-3.6256319,40.4412541
"CAZORLA-GUARROMAN                       ",-3.6649684,40.3745375
"VIZCAINOS-AV ASTURIAS                   ",-3.6958005,40.4693247
"PZ ESPAÑA-CU SAN VICENTE                ",-3.694804,40.4123127
"GT PTE SEGOVIA-PO MARQ.MONIS.           ",-3.7231884,40.4140308
"MARCELO USERA 164",-3.71433,40.38541
"PEDRO LABORDE-ARROYO OLIVAR             ",-3.6487299,40.3877433
"AEROPUERTO SALIDA T 1                   ",-3.5675982,40.4983322
"NAVARRA 1                               ",-3.625335,40.447775
"PO CASTELLANA LATERAL                   ",-3.6876406,40.4333697
"PO CASTELLANA LATERAL-PZ LIMA           ",-3.689517,40.4533356
"M 30 KM 7,200 LATERAL C 2               ",-3.7224778,40.4210557
"ZURBANO-ORFILA",-3.6937942,40.4273983
"SEBASTIAN ELCANO 3",-3.7012551,40.4042117
"EMBAJADORES 320                         ",-3.684587,40.3788729
"TOLEDO-COLEGIATA                        ",-3.7069721,40.4126765
"DESENGAÑO 20                            ",-3.70391,40.42115
"SAN BERNARDO 50                         ",-3.7073379,40.4247719
"REINA 27                                ",-3.6989747,40.4200447
"ALCALDE MORENO TORRES 17                ",-3.6584186,40.4887957
"MONTSERRAT-AMANIEL                      ",-3.709326,40.4262996
"REY FRANCISCO 21                        ",-3.7172134,40.4266161
"AV BETANZOS 75                          ",-3.7130314,40.4795934
"BAILEN 14                               ",-3.7139076,40.4127486
"PRINCIPAL DE PROVINCIAS                 ",-3.7344887,40.4138665
"PZ CRONOS 1                             ",-3.6192468,40.4400534
"PLOMO 10                                ",-3.6895982,40.3922427
"ESPIRITU SANTO 28                       ",-3.7037674,40.4254676
"RIO ORINOCO SN                          ",-3.6524205,40.3857404
"M 30 KM 23,700 CALZADA 2                ",-3.7224778,40.4210557
"PZ AMANECER EN MENDEZ ALVARO 2          ",-3.6846057,40.3986936
"AV PERLA-AV ANDALUCIA                   ",-3.6938924,40.3696959
"OFELIA NIETO-CAMPO REAL                 ",-3.7097038,40.4600399
"PZ CRISTO REY-ISAAC PERAL",-3.7177272,40.4389875
"OCA-RAMON SAINZ",-3.7397814,40.3889069
"PROVISIONES 11                          ",-3.7020479,40.4072483
"CNO SUERTE 12                           ",-3.6191138,40.3760002
"CARDENAL CISNEROS                       ",-3.676309,40.430895
"PO CAMOENS Y VALERO                     ",-3.7292713,40.432075
"CORREDERA BAJA SAN PABLO-PEZ            ",-3.7037051,40.4225791
"PZ CORREGIDOR SANCHO CORDOBA 5          ",-3.6524621,40.4081652
"SANTA MARTA 23",-3.66244,40.40109
"CRONOS-INOCENTA DE MESA                 ",-3.6185792,40.4400994
"PLEYADES-AV OSA MAYOR                   ",-3.78429,40.45939
"MACHAQUITO 22                           ",-3.6281527,40.4563238
"PO GENERAL MARTINEZ CAMPOS 38           ",-3.692791,40.434996
"JOSÉ BARDASANO BAOS S/N                 ",-3.6722952,40.4679969
"LUCANO 41                               ",-3.610475,40.4381526
"GTA PINTOR SOROLLA CENTRO",-3.7076445,40.4115165
"ALBA DE TORMES                          ",-3.7438308,40.3777282
"M 30 KM 1 CALZADA 2                     ",-3.7224778,40.4210557
"CNO POZO DEL TIO RAIMUNDO               ",-3.6500043,40.3730909
"AV INSTITUCION L ENSEÑANZA 179          ",-3.6967725,40.4348289
"ENCINAS 28                              ",-3.6736336,40.46173
"REGUERA DE TOMATEROS SN                 ",-3.6581242,40.3713235
"PEÑA ATALAYA-SANTA ALICIA               ",-3.6661743,40.3869912
"GOYA 11                                 ",-3.6881698,40.4256389
"OCAÑA 12                                ",-3.7546385,40.3841203
"SIERRA DE JAVALAMBRE 6                  ",-3.6671234,40.3981604
"MAQUEDA-VALMOJADO                       ",-3.75995,40.38692
"AV NICETO ALCALA ZAMORA 3               ",-3.6474075,40.4851886
"SAN ENRIQUE DE OSSO-P ARRUPE            ",-3.6400264,40.5046001
"ESTACION ATOCHA T SALIDA                ",-3.691094,40.4067477
"PAMPLONA 35",-3.7065356,40.4552332
"AV BUENOS AIRES-AV P NERUDA             ",-3.6527696,40.3816656
"GTA SINTRA-VIA DE DUBLIN                ",-3.61298,40.470875
"ANGEL MUGICA                            ",-3.6871189,40.4859477
"AV GUMERSINDO LLORENTE FAR 3            ",-3.5649,40.447027
"SEBASTIAN HERRERA 2                     ",-3.7005675,40.4034993
"PO MARCELINO CAMACHO 15                 ",-3.6944978,40.4137324
"FRANCISCO Y JACINTO ALCANTARA           ",-3.7227205,40.429019
"AV RAMON Y CAJAL 5                      ",-3.6770013,40.4519288
"AV BARRANQUILLA-AV BUCARAMANGA          ",-3.6397089,40.4726038
"AV BURGOS 114                           ",-3.6722272,40.488009
"AV MAYORAZGO M 45                       ",-3.6196352,40.3647791
"GRAN VIA                                ",-3.7039276,40.420179
"AV AGUILAS 65                           ",-3.7725467,40.3825243
"TETUAN 1                                ",-3.6978264,40.4588351
"JOAQUIN CIMAS 3                         ",-3.650832,40.4743267
"PUERTO DE BALBARAN FAROLA 1026          ",-3.6632239,40.3788068
"MARTINEZ IZDO. 14                       ",-3.670206,40.4331346
"SANTA ENGRACIA 44                       ",-3.6976876,40.4332682
"PINILLA DEL VALLE-HORCAJUELO            ",-3.6773102,40.4400002
"PADRE AMIGO 3                           ",-3.7398989,40.3799226
"TRAV FELIPE DE DIEGO FTE 25             ",-3.6593167,40.3792528
"ALCALDE SAINZ DE BARANDA F 101          ",-3.6686852,40.4174588
"DUQUESA PARCENT-CUART POBLET            ",-3.7517711,40.3959305
"CAPITAN BLANCO ARGIBAY 14               ",-3.6966088,40.4649946
"AV ENTREVIAS 90                         ",-3.6644388,40.3782261
"SAN CLEMENTE 7                          ",-117.6146762,33.4209955
"VIA CARPETANA-RICLA                     ",-3.7379687,40.395805
"FENELON-TROYA                           ",-3.612128,40.4373129
"VELARDE 2                               ",-3.7019191,40.4267833
"AVIADOR ZORITA 37                       ",-3.6985002,40.4505096
"MANCHA 6                                ",-3.66977,40.38124
"AV ARCENTALES-MIGUEL YUSTE              ",-3.612256,40.4346669
"GUSTAVO FERNANDEZ BALBUENA              ",-3.6680861,40.4502764
"ANTONIO DE LEYVA 72                     ",-3.7160231,40.3903167
"HUERTA DE CASTAÑEDA 29                  ",-3.7421524,40.4055692
"MARQUES DE URQUIJO 41                   ",-3.7204538,40.4291284
"SAHARA 89                               ",-3.6916795,40.3531343
"SAN MELITON-SALVADOR DEL MUNDO          ",-3.7476055,40.3795101
"VILLALOBOS 89                           ",-3.6504246,40.3810494
"TOMAS REDONDO 3                         ",-3.6300922,40.4729737
"AV DAROCA-AV TRECE ROSAS                ",-3.6450826,40.4259452
"TAMAYO Y BAUS                           ",-3.6930511,40.4230195
"SANTA PRISCA 7                          ",-3.6484328,40.4272835
"AUTOV M-30 IN 3                         ",-3.7224778,40.4210557
"LECUMBERRI 37                           ",-3.6900317,40.3712286
"SAN JAIME-SIERRA DE GUADALUPE           ",-3.62405,40.38135
"CALLE 30 TUNEL 03FTA01BRN               ",-3.6748806,40.3917495
"PIO FELIPE-BENJAMIN PALENCIA            ",-3.65213,40.39497
"LUCHANA 19                              ",-3.7005017,40.4304518
"ANTONIO LOPEZ 237                       ",-3.6952477,40.3802213
"RDA SUR-MARTOS                          ",-3.6613707,40.3750374
"PECHUAN-CARTAGENA                       ",-3.6776244,40.4441465
"PO INFANTA ISABEL 3                     ",-3.6898461,40.4081537
"A 5 KM 7,700                            ",-3.7805121,40.3869788
"AV PLAZA DE TOROS 8                     ",-3.73759,40.3857557
"HILARION ESLAVA 9                       ",-3.7169747,40.4328301
"ALBA DE TORMES 30                       ",-3.7454959,40.3759401
"RESINA-SAN EUSTAQUIO                    ",-3.70172,40.33635
"SAN BERNARDO 55                         ",-3.7072962,40.4258465
"AZCONA-FRANCISCO SANTOS                 ",-3.6675962,40.4351629
"RIOJA 43                                ",-3.5839513,40.460462
"MESON DE PAREDES-JUANELO                ",-3.705046,40.4113828
"CTRA C VILLAVERDE M 40                  ",-3.7092444,40.3639236
"GENERAL DIAZ PORLIER 61                 ",-3.6768626,40.4308503
"MARQUESADO DE SANTA MARTA               ",-3.6226877,40.4477765
"GOLFO DE DARIEN-AV P NERUDA             ",-3.6509357,40.3819863
"DON PEDRO-BAILEN",-3.7138728,40.4118114
"AV PLAZA DE TOROS 10                    ",-3.7378683,40.3859123
"SAN CLEMENTE 10                         ",-117.6146762,33.4209955
"ALCALA-FEDERICO GUTIERREZ               ",-3.6449207,40.4346519
"O'DONNELL-DOCTOR ESQUERDO               ",-3.6688809,40.4207242
"SAN BERNARDO 35                         ",-3.7076315,40.4232882
"ALFONSO XII 18                          ",-3.6893051,40.4171773
"LEGANITOS 19                            ",-3.7101687,40.4215847
"AV FUERZAS ARMADAS FTE 110              ",-3.6237925,40.482551
"AV ARCENTALES-AJOFRIN                   ",-3.6256911,40.4263547
"TEMBLEQUE 124                           ",-3.7657704,40.3929274
"AV ANDES 17                             ",-3.6204253,40.4554104
"AV DAROCA-PZ AGUSTIN GONZALEZ           ",-3.647037,40.4274598
"AV DR FEDERICO RUBIO Y GALI 55          ",-3.7124924,40.4522581
"CJAL FCO JOSE JIMENEZ MARTIN            ",-3.7430712,40.4008989
"TUNEL M 30 17NL00                       ",-3.7224778,40.4210557
"BOLAÑOS-RDA SUR                         ",-3.6704799,40.3768293
"AEROPUERTO SALIDA T 4                   ",-3.5715089,40.4704881
"MAIQUEZ-DOCTOR CASTELO                  ",-3.6729385,40.420218
"CORAZON DE MARIA-LUIS SALAZAR           ",-3.6664655,40.4473997
"AV RAFAELA YBARRA 75                    ",-3.711496,40.3783933
"PUERTO DE BALBARAN-AHIJONES             ",-3.6584834,40.3777262
"AV FEDERICO RUBIO Y GALI 55             ",-3.7124924,40.4522581
"AV COMPLUTENSE-PZ C CISNEROS            ",-3.7277512,40.4482962
"VALMOJADO 259                           ",-3.7588708,40.3875581
"RDA SUR 99                              ",-3.677556,40.3803853
"AV OSA MAYOR 90                         ",-3.7848336,40.4592403
"MENDEZ ALVARO 80                        ",-3.677383,40.3928507
"AV ABRANTES 42                          ",-3.7272259,40.381743
"CONVENIO-SIERRA MADERA                  ",-3.6708007,40.3883702
"AV ASTURIAS-SINESIO DELGADO             ",-3.70181,40.47342
"IMAGEN-PUERTO DE BALBARAN               ",-3.6632239,40.3788068
"BRAVO MURILLO-TIZIANO                   ",-3.7033483,40.4510978
"EMBAJADORES M 40 TUNEL                  ",-3.6912658,40.3884724
"DOCTOR TOLOSA LATOUR 16                 ",-3.7027811,40.3757563
"ALBOX 14                                ",-3.7413914,40.3738885
"VIA CARPETANA 306                       ",-3.7415055,40.3927386
"PEÑA GORBEA 11                          ",-3.667414,40.3959813
"ESTOCOLMO 91                            ",-3.604567,40.4338366
"AV ALBUFERA-AV PABLO NERUDA             ",-3.6440954,40.3890532
"ISABEL COLBRAND 6                       ",-3.6718906,40.5134971
"AV ALBUFERA-AV BUENOS AIRES             ",-3.6533734,40.3915086
"BRAVO MURILLO 291                       ",-3.6984804,40.4610191
"CALLE 30 AV ALBUFERA                    ",-3.6706069,40.3962447
"JOSE ANTONIO NOVAIS                     ",-3.7271184,40.448368
"SAN SINESIO 3                           ",-3.7423562,40.3877791
"MARQUES DE VIANA 20                     ",-3.7006834,40.4619246
"AV NIZA 52                              ",-3.6077663,40.4336984
"TACONA SN                               ",-3.6410358,40.3978109
"MAQUEDA 82                              ",-3.7635563,40.3909727
"GTA CUATRO CAMINOS 4",-3.704466,40.4473587
"VALMOJADO-YEBENES                       ",-3.7560766,40.3978057
"SINESIO DELGADO SN TUNEL                ",-3.7082708,40.4714917
"AV ALBUFERA M 30                        ",-3.6671702,40.3971031
"VALMOJADO FAROLA 34                     ",-3.7060897,40.4163163
"VILLABLANCA 6                           ",-3.60881,40.40901
"AEROPUERTO T 2 Y 3 M 14",-3.5675982,40.4983322
"CALLE 30 TUNEL FL CASA CAMPO",-3.6748806,40.3917495
"GTA EMILIO CASTELAR",-3.688975,40.43536
"CALLE 30 KM 8 CTRAL CALZADA 2",-3.6748806,40.3917495
"AV RAMON Y CAJAL",-3.6692152,40.4524697
"VALMOJADO-OCAÑA",-3.75947,40.38677
"PZ HERRADORES 4",-3.7087228,40.416435
"ATOCHA-PO PRADO",-3.69263,40.40988
"PO CASTELLANA 284",-3.6857247,40.4769844
"IBOR-MONTANCHEZ",-3.6702071,40.3740005
"AV ANDALUCIA-CIUDADANIA",-3.6930659,40.3563178
"M 30 KM 1,200 CALZADA EXTERIOR",-3.7224778,40.4210557
"VICENTE MUZAS 15",-3.6606192,40.4591029
"ANTONIA CALAS 15",-3.6681666,40.3972301
"CERRO DE LA PLATA 4",-3.6752778,40.4000474
"CLAUDIO COELLO 41",-3.6866895,40.4257681
"TRAV VAZQUEZ DE MELLA 1",-3.6394986,40.4359019
"PLOMO 14",-3.6897648,40.3926515
"PZ SAN ILDEFONSO 3 AL 5",-3.70222,40.424061
"EMBAJADORES 220",-3.692,40.3890955
"CARLOS ARNICHES-PZ GRAL V REY",-3.7084187,40.4079077
"MORATIN-AMOR DE DIOS",-3.6985669,40.4122821
"PZ GENERAL VARA DE REY",-3.7079884,40.4092185
"PADRE DAMIAN-AV A ALCOCER",-3.6854909,40.4587432
"AV CARDENAL HERRERA ORIA",-3.7180289,40.4822897
"DOLORES BARRANCO-PILARICA",-3.7030089,40.3834241
"MALAGA-ANTONIO LOPEZ",-3.7117977,40.3960913
"RUIDERA-MESTANZA",-3.6738676,40.381116
"AV POBLADOS-PARQUE E MONTIJO",-3.75565,40.37846
"PADRE XIFRE-CORAZON DE MARIA",-3.6727009,40.4399763
"PZ ACHICORIA 3",-3.7451534,40.4021825
"PO INFANTA ISABEL 17",-3.6874172,40.4069569
"M 603 CTM",-3.6537346,40.3657566
"HERMANOS PICADO 1",-3.7681332,40.3923289
"AV ALBUFERA-PAYASO FOFO",-3.657965,40.39243
"PABLO LAFARGUE 2",-3.6541225,40.4219653
"RDA VALENCIA 3",-3.7006079,40.4054093
"PO PRADO 22",-3.6935458,40.4125558
"PO MARQUES DE ZAFRA 44",-3.6628565,40.4252145
"PO CASTELLANA 101",-3.6910648,40.4537312
"CAPITAN BLANCO ARGIBAY 190",-3.7075634,40.4680696
"CTA SAN VICENTE-ARRIAZA",-3.71586,40.4204
"PRINCESA MONCLOA",-3.7151682,40.4292117
"CORAZON DE MARIA 13 AL 7",-3.6695347,40.4419199
"ANTONIA CALAS 17",-3.6680258,40.3971322
"VERDAGUER Y GARCIA 45",-3.6545712,40.4405578
"MATILDE HERNANDEZ 4",-3.7331795,40.393169
"EUGENIA DE MONTIJO-R LAZARO",-3.7507666,40.3846795
"AGUACATE-AV EURO",-3.7418894,40.3682097
"EDUARDO BARREIROS SN",-3.6999211,40.3630052
"VIRGEN DEL SAGRARIO 32",-3.6507197,40.4381951
"JULIO AGUIRRE",-3.6999102,40.3862094
"AUÑON SN",-3.6776841,40.350652
"JAVIER DE MIGUEL 79",-3.6574423,40.3867998
"CARTAGENA 37",-3.6703094,40.4351116
"CALLE 30 TUNEL 16XC34",-3.6748806,40.3917495
"GUTIERREZ SOLANA 8",-3.6878278,40.4504585
"PO ERMITA DEL SANTO 20",-3.7234334,40.4106637
"BRAVO MURILLO 217",-3.7023229,40.4565395
"AV ALBERTO ALCOCER 39",-3.6812211,40.4588473
"SECOYA-AGUACATE",-3.7445015,40.3696997
"CANTALAPIEDRA SN",-3.6553799,40.3927512
"AV DAROCA-ARRIAGA",-3.6396178,40.4233623
"A 5 BADAJOZ KM 3,700",-3.7805121,40.3869788
"FRANCISCO LARGO CABALLERO",-3.6340672,40.4231887
"VIDAUBA-DAMASQUILLO",-3.76377,40.38357
"PO CASTELLANA CTRAL FAROLA 128",-3.689517,40.4533356
"PZ PUERTA DEL SOL 1",-3.7024276,40.4172093
"SAN SEBASTIAN",-3.7014897,40.4135259
"VELAZQUEZ 50",-3.6835986,40.4270589
"PZ PUERTA CERRADA SN",-3.7084394,40.4137806
"GUMERSINDO AZCARATE 19",-3.7098497,40.3873992
"PALOS DE LA FRONTERA 21",-3.6953887,40.403365
"WITERICO 13",-3.7409086,40.3773337
"VIA LIMITE 133",-3.69651,40.4730818
"AMADEN-PO PRADO",-3.6921271,40.4137818
"TRUJILLOS S/N",-3.6772588,40.3485002
"AV ANDALUCIA-SAHARA",-3.69291,40.35619
"TIMOTEO PEREZ RUBIO SN",-3.6741593,40.3860659
"SAN ROMUALDO-AV ARCENTALES",-3.6195302,40.433826
"PINOS BAJA-AV ASTURIAS",-3.6991483,40.4719614
"AÑASTRO 38",-3.6622067,40.4677585
"PABLO LAFARGUE-JOSE L ARRESE",-3.6518658,40.4217743
"PZ GENERAL VARA DE REY 8",-3.7086267,40.4091997
"CIUDAD DE FRIAS-MONTEJO",-3.7139626,40.3357893
"GENERAL MARGALLO 10",-3.697021,40.4608161
"PO GIGANTES Y CABEZUDOS 34",-3.6938211,40.3572196
"PUENTE SEGOVIA-PO M MONISTROL",-3.7231884,40.4140308
"HERMANOS GARCIA NOBLEJAS 16",-3.6370133,40.4359834
"M 500 M 30 CALZADA 2",-3.7224778,40.4210557
"JORGE JUAN-FUENTE DEL BERRO",-3.6758365,40.4233782
"EMBAJADORES-GTA S MARIA CABEZA",-3.6992704,40.4012419
"JUAN DEL RISCO 23",-3.7041846,40.4590584
"AV ABRANTES 80",-3.7308549,40.3791797
"EMBAJADORES PUENTE M 40",-3.6970276,40.3645391
"CABEZA MESADA-PUERTO PORZUNA",-3.62514,40.37314
"FUENTE DE SAN PEDRO",-3.6030317,40.40305
"AV POBLADOS-VIA LUSITANA",-3.7327,40.37371
"PRINCIPE DE VERGARA 242",-3.6775062,40.452234
"PZ ENCUENTRO SN",-3.6512476,40.4055124
"CARLOS MARTIN ALVAREZ 34",-3.6635539,40.3897343
"CARTAGENA 3",-3.6758012,40.4425021
"JORGE JUAN 1",-3.687507,40.4240927
"AV MENENDEZ PELAYO 53",-3.6776749,40.4162548
"SAN POL DE MAR 10",-3.7279992,40.4236517
"CTRA VILLAVERDE VALLECAS F 19",-3.6499931,40.3819351
"SEGOVIA-JUAN DUQUE",-3.71952,40.41311
"PZ CASTILLA FTE 3",-3.6898603,40.4658571
"BOSCO 8",-3.6986026,40.4240376
"HELECHO-VELAZQUEZ",-3.6834138,40.4338919
"MAQUEDA 7",-3.7645995,40.3944966
"ALBAIDA 22",-3.61934,40.43263
"HERMANOS GARCIA NOBLEJAS",-3.6297179,40.4263095
